image,label,stage
images\001127.png,labels\001127.txt,train
images\001128.png,labels\001128.txt,train
images\001129.png,labels\001129.txt,val
images\001130.png,labels\001130.txt,train
images\001131.png,labels\001131.txt,train
images\001132.png,labels\001132.txt,train
images\001133.png,labels\001133.txt,train
images\001134.png,labels\001134.txt,val
images\001135.png,labels\001135.txt,train
images\001136.png,labels\001136.txt,train
images\001137.png,labels\001137.txt,train
images\001138.png,labels\001138.txt,train
images\001139.png,labels\001139.txt,train
images\001140.png,labels\001140.txt,val
images\001141.png,labels\001141.txt,train
images\001142.png,labels\001142.txt,train
images\001143.png,labels\001143.txt,train
images\001144.png,labels\001144.txt,train
images\001145.png,labels\001145.txt,train
images\001146.png,labels\001146.txt,train
images\001147.png,labels\001147.txt,train
images\001148.png,labels\001148.txt,train
images\001149.png,labels\001149.txt,train
images\001150.png,labels\001150.txt,train
images\001151.png,labels\001151.txt,train
images\001152.png,labels\001152.txt,train
images\001153.png,labels\001153.txt,val
images\001154.png,labels\001154.txt,val
images\001155.png,labels\001155.txt,train
images\001156.png,labels\001156.txt,train
images\001157.png,labels\001157.txt,train
images\001158.png,labels\001158.txt,train
images\001159.png,labels\001159.txt,train
images\001160.png,labels\001160.txt,train
images\001161.png,labels\001161.txt,train
images\001162.png,labels\001162.txt,train
images\001163.png,labels\001163.txt,train
images\001164.png,labels\001164.txt,train
images\001165.png,labels\001165.txt,train
images\001166.png,labels\001166.txt,train
images\001167.png,labels\001167.txt,train
images\001168.png,labels\001168.txt,train
images\001169.png,labels\001169.txt,train
images\001170.png,labels\001170.txt,train
images\001171.png,labels\001171.txt,val
images\001172.png,labels\001172.txt,train
images\001173.png,labels\001173.txt,train
images\001174.png,labels\001174.txt,train
images\001175.png,labels\001175.txt,train
images\001176.png,labels\001176.txt,train
images\001177.png,labels\001177.txt,val
images\001178.png,labels\001178.txt,train
images\001179.png,labels\001179.txt,train
images\001180.png,labels\001180.txt,train
images\001181.png,labels\001181.txt,train
images\001182.png,labels\001182.txt,val
images\001183.png,labels\001183.txt,val
images\001184.png,labels\001184.txt,val
images\001185.png,labels\001185.txt,train
images\001186.png,labels\001186.txt,train
images\001187.png,labels\001187.txt,train
images\001188.png,labels\001188.txt,train
images\001189.png,labels\001189.txt,train
images\001190.png,labels\001190.txt,train
images\001191.png,labels\001191.txt,train
images\001192.png,labels\001192.txt,train
images\001193.png,labels\001193.txt,train
images\001194.png,labels\001194.txt,train
images\001195.png,labels\001195.txt,train
images\001196.png,labels\001196.txt,train
images\001197.png,labels\001197.txt,train
images\001198.png,labels\001198.txt,train
images\001199.png,labels\001199.txt,train
images\001200.png,labels\001200.txt,train
images\001201.png,labels\001201.txt,val
images\001202.png,labels\001202.txt,train
images\001203.png,labels\001203.txt,val
images\001204.png,labels\001204.txt,train
images\001205.png,labels\001205.txt,train
images\001206.png,labels\001206.txt,train
images\001207.png,labels\001207.txt,train
images\001208.png,labels\001208.txt,train
images\001209.png,labels\001209.txt,train
images\001210.png,labels\001210.txt,train
images\001211.png,labels\001211.txt,train
images\001212.png,labels\001212.txt,train
images\001213.png,labels\001213.txt,train
images\001214.png,labels\001214.txt,train
images\001215.png,labels\001215.txt,val
images\001216.png,labels\001216.txt,train
images\001217.png,labels\001217.txt,train
images\001218.png,labels\001218.txt,train
images\001219.png,labels\001219.txt,train
images\001220.png,labels\001220.txt,train
images\001221.png,labels\001221.txt,val
images\001222.png,labels\001222.txt,val
images\001223.png,labels\001223.txt,train
images\001224.png,labels\001224.txt,train
images\001225.png,labels\001225.txt,val
images\001226.png,labels\001226.txt,val
images\001227.png,labels\001227.txt,train
images\001228.png,labels\001228.txt,train
images\001229.png,labels\001229.txt,val
images\001230.png,labels\001230.txt,train
images\001231.png,labels\001231.txt,train
images\001232.png,labels\001232.txt,train
images\001233.png,labels\001233.txt,val
images\001234.png,labels\001234.txt,val
images\001235.png,labels\001235.txt,train
images\001236.png,labels\001236.txt,train
images\001237.png,labels\001237.txt,train
images\001238.png,labels\001238.txt,train
images\001239.png,labels\001239.txt,train
images\001240.png,labels\001240.txt,train
images\001241.png,labels\001241.txt,train
images\001242.png,labels\001242.txt,val
images\001243.png,labels\001243.txt,train
images\001244.png,labels\001244.txt,val
images\001245.png,labels\001245.txt,train
images\001246.png,labels\001246.txt,train
images\001247.png,labels\001247.txt,train
images\001248.png,labels\001248.txt,val
images\001249.png,labels\001249.txt,train
images\001250.png,labels\001250.txt,train
images\001251.png,labels\001251.txt,train
images\001252.png,labels\001252.txt,train
images\001253.png,labels\001253.txt,train
images\001254.png,labels\001254.txt,train
images\001255.png,labels\001255.txt,train
images\001256.png,labels\001256.txt,train
images\001257.png,labels\001257.txt,train
images\001258.png,labels\001258.txt,train
images\001259.png,labels\001259.txt,train
images\001260.png,labels\001260.txt,train
images\001261.png,labels\001261.txt,val
images\001262.png,labels\001262.txt,val
images\001263.png,labels\001263.txt,val
images\001264.png,labels\001264.txt,val
images\001265.png,labels\001265.txt,val
images\001266.png,labels\001266.txt,train
images\001267.png,labels\001267.txt,train
images\001268.png,labels\001268.txt,train
images\001269.png,labels\001269.txt,val
images\001270.png,labels\001270.txt,train
images\001271.png,labels\001271.txt,train
images\001272.png,labels\001272.txt,train
images\001273.png,labels\001273.txt,train
images\001274.png,labels\001274.txt,train
images\001275.png,labels\001275.txt,train
images\001276.png,labels\001276.txt,train
images\001277.png,labels\001277.txt,train
images\001278.png,labels\001278.txt,train
images\001279.png,labels\001279.txt,train
images\001280.png,labels\001280.txt,train
images\001281.png,labels\001281.txt,train
images\001282.png,labels\001282.txt,val
images\001283.png,labels\001283.txt,train
images\001284.png,labels\001284.txt,train
images\001285.png,labels\001285.txt,train
images\001286.png,labels\001286.txt,val
images\001287.png,labels\001287.txt,train
images\001288.png,labels\001288.txt,train
images\001289.png,labels\001289.txt,val
images\001290.png,labels\001290.txt,train
images\001291.png,labels\001291.txt,train
images\001292.png,labels\001292.txt,val
images\001293.png,labels\001293.txt,val
images\001294.png,labels\001294.txt,val
images\001295.png,labels\001295.txt,val
images\001296.png,labels\001296.txt,train
images\001297.png,labels\001297.txt,train
images\001298.png,labels\001298.txt,val
images\001299.png,labels\001299.txt,train
images\001300.png,labels\001300.txt,train
images\001301.png,labels\001301.txt,train
images\001302.png,labels\001302.txt,val
images\001303.png,labels\001303.txt,train
images\001304.png,labels\001304.txt,train
images\001305.png,labels\001305.txt,train
images\001306.png,labels\001306.txt,train
images\001307.png,labels\001307.txt,train
images\001308.png,labels\001308.txt,train
images\001309.png,labels\001309.txt,train
images\001310.png,labels\001310.txt,train
images\001311.png,labels\001311.txt,val
images\001312.png,labels\001312.txt,train
images\001313.png,labels\001313.txt,train
images\001314.png,labels\001314.txt,train
images\001315.png,labels\001315.txt,train
images\001316.png,labels\001316.txt,train
images\001317.png,labels\001317.txt,train
images\001318.png,labels\001318.txt,val
images\001319.png,labels\001319.txt,train
images\001320.png,labels\001320.txt,train
images\001321.png,labels\001321.txt,val
images\001322.png,labels\001322.txt,train
images\001323.png,labels\001323.txt,train
images\001324.png,labels\001324.txt,train
images\001325.png,labels\001325.txt,val
images\001326.png,labels\001326.txt,val
images\001327.png,labels\001327.txt,train
images\001328.png,labels\001328.txt,train
images\001329.png,labels\001329.txt,train
images\001330.png,labels\001330.txt,train
images\001331.png,labels\001331.txt,train
images\001332.png,labels\001332.txt,train
images\001333.png,labels\001333.txt,train
images\001334.png,labels\001334.txt,train
images\001335.png,labels\001335.txt,train
images\001336.png,labels\001336.txt,train
images\001337.png,labels\001337.txt,train
images\001338.png,labels\001338.txt,train
images\001339.png,labels\001339.txt,train
images\001340.png,labels\001340.txt,train
images\001341.png,labels\001341.txt,train
images\001342.png,labels\001342.txt,train
images\001343.png,labels\001343.txt,train
images\001344.png,labels\001344.txt,train
images\001345.png,labels\001345.txt,train
images\001346.png,labels\001346.txt,train
images\001347.png,labels\001347.txt,val
images\001348.png,labels\001348.txt,val
images\001349.png,labels\001349.txt,train
images\001350.png,labels\001350.txt,train
images\001351.png,labels\001351.txt,train
images\001352.png,labels\001352.txt,train
images\001353.png,labels\001353.txt,train
images\001354.png,labels\001354.txt,train
images\001355.png,labels\001355.txt,train
images\001356.png,labels\001356.txt,train
images\001357.png,labels\001357.txt,train
images\001358.png,labels\001358.txt,val
images\001359.png,labels\001359.txt,train
images\001360.png,labels\001360.txt,train
images\001361.png,labels\001361.txt,train
images\001362.png,labels\001362.txt,train
images\001363.png,labels\001363.txt,train
images\001364.png,labels\001364.txt,val
images\001365.png,labels\001365.txt,val
images\001366.png,labels\001366.txt,train
images\001367.png,labels\001367.txt,val
images\001368.png,labels\001368.txt,train
images\001369.png,labels\001369.txt,train
images\001370.png,labels\001370.txt,train
images\001371.png,labels\001371.txt,train
images\001372.png,labels\001372.txt,train
images\001373.png,labels\001373.txt,train
images\001374.png,labels\001374.txt,train
images\001375.png,labels\001375.txt,val
images\001376.png,labels\001376.txt,train
images\001377.png,labels\001377.txt,val
images\001378.png,labels\001378.txt,val
images\001379.png,labels\001379.txt,val
images\001380.png,labels\001380.txt,train
images\001381.png,labels\001381.txt,train
images\001382.png,labels\001382.txt,train
images\001383.png,labels\001383.txt,train
images\001384.png,labels\001384.txt,train
images\001385.png,labels\001385.txt,train
images\001386.png,labels\001386.txt,train
images\001387.png,labels\001387.txt,train
images\001388.png,labels\001388.txt,val
images\001389.png,labels\001389.txt,val
images\001390.png,labels\001390.txt,train
images\001391.png,labels\001391.txt,train
images\001392.png,labels\001392.txt,train
images\001393.png,labels\001393.txt,train
images\001394.png,labels\001394.txt,train
images\001395.png,labels\001395.txt,val
images\001396.png,labels\001396.txt,train
images\001397.png,labels\001397.txt,train
images\001398.png,labels\001398.txt,train
images\001399.png,labels\001399.txt,val
images\001400.png,labels\001400.txt,train
images\001401.png,labels\001401.txt,val
images\001402.png,labels\001402.txt,train
images\001403.png,labels\001403.txt,train
images\001404.png,labels\001404.txt,train
images\001405.png,labels\001405.txt,train
images\001406.png,labels\001406.txt,val
images\001407.png,labels\001407.txt,train
images\001408.png,labels\001408.txt,train
images\001409.png,labels\001409.txt,train
images\001410.png,labels\001410.txt,train
images\001411.png,labels\001411.txt,train
images\001412.png,labels\001412.txt,train
images\001413.png,labels\001413.txt,train
images\001414.png,labels\001414.txt,train
images\001415.png,labels\001415.txt,train
images\001416.png,labels\001416.txt,train
images\001417.png,labels\001417.txt,train
images\001418.png,labels\001418.txt,train
images\001419.png,labels\001419.txt,train
images\001420.png,labels\001420.txt,val
images\001421.png,labels\001421.txt,val
images\001422.png,labels\001422.txt,train
images\001423.png,labels\001423.txt,train
images\001424.png,labels\001424.txt,val
images\001425.png,labels\001425.txt,train
images\001426.png,labels\001426.txt,train
images\001427.png,labels\001427.txt,val
images\001428.png,labels\001428.txt,train
images\001429.png,labels\001429.txt,train
images\001430.png,labels\001430.txt,train
images\001431.png,labels\001431.txt,train
images\001432.png,labels\001432.txt,train
images\001433.png,labels\001433.txt,train
images\001434.png,labels\001434.txt,train
images\001435.png,labels\001435.txt,train
images\001436.png,labels\001436.txt,train
images\001437.png,labels\001437.txt,train
images\001438.png,labels\001438.txt,train
images\001439.png,labels\001439.txt,train
images\001440.png,labels\001440.txt,train
images\001441.png,labels\001441.txt,train
images\001442.png,labels\001442.txt,val
images\001443.png,labels\001443.txt,train
images\001444.png,labels\001444.txt,val
images\001445.png,labels\001445.txt,train
images\001446.png,labels\001446.txt,train
images\001447.png,labels\001447.txt,train
images\001448.png,labels\001448.txt,train
images\001449.png,labels\001449.txt,train
images\001450.png,labels\001450.txt,train
images\001451.png,labels\001451.txt,val
images\001452.png,labels\001452.txt,val
images\001453.png,labels\001453.txt,val
images\001454.png,labels\001454.txt,val
images\001455.png,labels\001455.txt,val
images\001456.png,labels\001456.txt,train
images\001457.png,labels\001457.txt,train
images\001458.png,labels\001458.txt,train
images\001459.png,labels\001459.txt,train
images\001460.png,labels\001460.txt,train
images\001461.png,labels\001461.txt,train
images\001462.png,labels\001462.txt,train
images\001463.png,labels\001463.txt,val
images\001464.png,labels\001464.txt,train
images\001465.png,labels\001465.txt,train
images\001466.png,labels\001466.txt,train
images\001467.png,labels\001467.txt,train
images\001468.png,labels\001468.txt,train
images\001469.png,labels\001469.txt,train
images\001470.png,labels\001470.txt,train
images\001471.png,labels\001471.txt,train
images\001472.png,labels\001472.txt,train
images\001473.png,labels\001473.txt,val
images\001474.png,labels\001474.txt,train
images\001475.png,labels\001475.txt,train
images\001476.png,labels\001476.txt,train
images\001477.png,labels\001477.txt,train
images\001478.png,labels\001478.txt,train
images\001479.png,labels\001479.txt,train
images\001480.png,labels\001480.txt,train
images\001481.png,labels\001481.txt,train
images\001482.png,labels\001482.txt,val
images\001483.png,labels\001483.txt,val
images\001484.png,labels\001484.txt,train
images\001485.png,labels\001485.txt,train
images\001486.png,labels\001486.txt,val
images\001487.png,labels\001487.txt,train
images\001488.png,labels\001488.txt,val
images\001489.png,labels\001489.txt,val
images\001490.png,labels\001490.txt,train
images\001491.png,labels\001491.txt,val
images\001492.png,labels\001492.txt,train
images\001493.png,labels\001493.txt,train
images\001494.png,labels\001494.txt,train
images\001495.png,labels\001495.txt,train
images\001496.png,labels\001496.txt,val
images\001497.png,labels\001497.txt,train
images\001498.png,labels\001498.txt,val
images\001499.png,labels\001499.txt,train
images\001500.png,labels\001500.txt,train
images\001501.png,labels\001501.txt,val
images\001502.png,labels\001502.txt,train
images\001503.png,labels\001503.txt,train
images\001504.png,labels\001504.txt,train
images\001505.png,labels\001505.txt,val
images\001506.png,labels\001506.txt,train
images\001507.png,labels\001507.txt,train
images\001508.png,labels\001508.txt,train
images\001509.png,labels\001509.txt,val
images\001510.png,labels\001510.txt,train
images\001511.png,labels\001511.txt,train
images\001512.png,labels\001512.txt,val
images\001513.png,labels\001513.txt,train
images\001514.png,labels\001514.txt,train
images\001515.png,labels\001515.txt,train
images\001516.png,labels\001516.txt,train
images\001517.png,labels\001517.txt,val
images\001518.png,labels\001518.txt,train
images\001519.png,labels\001519.txt,train
images\001520.png,labels\001520.txt,train
images\001521.png,labels\001521.txt,val
images\001522.png,labels\001522.txt,val
images\001523.png,labels\001523.txt,train
images\001524.png,labels\001524.txt,train
images\001525.png,labels\001525.txt,train
images\001526.png,labels\001526.txt,train
images\001527.png,labels\001527.txt,train
images\001528.png,labels\001528.txt,train
images\001529.png,labels\001529.txt,train
images\001530.png,labels\001530.txt,train
images\001531.png,labels\001531.txt,train
images\001532.png,labels\001532.txt,train
images\001533.png,labels\001533.txt,train
images\001534.png,labels\001534.txt,train
images\001535.png,labels\001535.txt,train
images\001536.png,labels\001536.txt,train
images\001537.png,labels\001537.txt,train
images\001538.png,labels\001538.txt,train
images\001539.png,labels\001539.txt,val
images\001540.png,labels\001540.txt,train
images\001541.png,labels\001541.txt,train
images\001542.png,labels\001542.txt,val
images\001543.png,labels\001543.txt,train
images\001544.png,labels\001544.txt,train
images\001545.png,labels\001545.txt,train
images\001546.png,labels\001546.txt,val
images\001547.png,labels\001547.txt,train
images\001548.png,labels\001548.txt,train
images\001549.png,labels\001549.txt,train
images\001550.png,labels\001550.txt,val
images\001551.png,labels\001551.txt,train
images\001552.png,labels\001552.txt,val
images\001553.png,labels\001553.txt,train
images\001554.png,labels\001554.txt,train
images\001555.png,labels\001555.txt,val
images\001556.png,labels\001556.txt,train
images\001557.png,labels\001557.txt,train
images\001558.png,labels\001558.txt,train
images\001559.png,labels\001559.txt,val
images\001560.png,labels\001560.txt,train
images\001561.png,labels\001561.txt,val
images\001562.png,labels\001562.txt,train
images\001563.png,labels\001563.txt,train
images\001564.png,labels\001564.txt,train
images\001565.png,labels\001565.txt,train
images\001566.png,labels\001566.txt,train
images\001567.png,labels\001567.txt,train
images\001568.png,labels\001568.txt,train
images\001569.png,labels\001569.txt,train
images\001570.png,labels\001570.txt,val
images\001571.png,labels\001571.txt,val
images\001572.png,labels\001572.txt,val
images\001573.png,labels\001573.txt,train
images\001574.png,labels\001574.txt,train
images\001575.png,labels\001575.txt,val
images\001576.png,labels\001576.txt,train
images\001577.png,labels\001577.txt,train
images\001578.png,labels\001578.txt,train
images\001579.png,labels\001579.txt,val
images\001580.png,labels\001580.txt,train
images\001581.png,labels\001581.txt,train
images\001582.png,labels\001582.txt,train
images\001583.png,labels\001583.txt,train
images\001584.png,labels\001584.txt,val
images\001585.png,labels\001585.txt,val
images\001586.png,labels\001586.txt,train
images\001587.png,labels\001587.txt,val
images\001588.png,labels\001588.txt,train
images\001589.png,labels\001589.txt,train
images\001590.png,labels\001590.txt,train
images\001591.png,labels\001591.txt,val
images\001592.png,labels\001592.txt,val
images\001593.png,labels\001593.txt,train
images\001594.png,labels\001594.txt,train
images\001595.png,labels\001595.txt,train
images\001596.png,labels\001596.txt,train
images\001597.png,labels\001597.txt,train
images\001598.png,labels\001598.txt,train
images\001599.png,labels\001599.txt,train
images\001600.png,labels\001600.txt,val
images\001601.png,labels\001601.txt,val
images\001602.png,labels\001602.txt,train
images\001603.png,labels\001603.txt,val
images\001604.png,labels\001604.txt,train
images\001605.png,labels\001605.txt,train
images\001606.png,labels\001606.txt,train
images\001607.png,labels\001607.txt,train
images\001608.png,labels\001608.txt,train
images\001609.png,labels\001609.txt,train
images\001610.png,labels\001610.txt,val
images\001611.png,labels\001611.txt,train
images\001612.png,labels\001612.txt,val
images\001613.png,labels\001613.txt,train
images\001614.png,labels\001614.txt,val
images\001615.png,labels\001615.txt,train
images\001616.png,labels\001616.txt,val
images\001617.png,labels\001617.txt,train
images\001618.png,labels\001618.txt,val
images\001619.png,labels\001619.txt,train
images\001620.png,labels\001620.txt,train
images\001621.png,labels\001621.txt,train
images\001622.png,labels\001622.txt,val
images\001623.png,labels\001623.txt,val
images\001624.png,labels\001624.txt,train
images\001625.png,labels\001625.txt,train
images\001626.png,labels\001626.txt,train
images\001627.png,labels\001627.txt,train
images\001628.png,labels\001628.txt,train
images\001629.png,labels\001629.txt,train
images\001630.png,labels\001630.txt,train
images\001631.png,labels\001631.txt,train
images\001632.png,labels\001632.txt,train
images\001633.png,labels\001633.txt,val
images\001634.png,labels\001634.txt,train
images\001635.png,labels\001635.txt,train
images\001636.png,labels\001636.txt,val
images\001637.png,labels\001637.txt,train
images\001638.png,labels\001638.txt,val
images\001639.png,labels\001639.txt,train
images\001640.png,labels\001640.txt,train
images\001641.png,labels\001641.txt,train
images\001642.png,labels\001642.txt,val
images\001643.png,labels\001643.txt,train
images\001644.png,labels\001644.txt,train
images\001645.png,labels\001645.txt,train
images\001646.png,labels\001646.txt,train
images\001647.png,labels\001647.txt,val
images\001648.png,labels\001648.txt,train
images\001649.png,labels\001649.txt,val
images\001650.png,labels\001650.txt,train
images\001651.png,labels\001651.txt,val
images\001652.png,labels\001652.txt,val
images\001653.png,labels\001653.txt,train
images\001654.png,labels\001654.txt,train
images\001655.png,labels\001655.txt,train
images\001656.png,labels\001656.txt,train
images\001657.png,labels\001657.txt,val
images\001658.png,labels\001658.txt,val
images\001659.png,labels\001659.txt,train
images\001660.png,labels\001660.txt,val
images\001661.png,labels\001661.txt,train
images\001662.png,labels\001662.txt,train
images\001663.png,labels\001663.txt,train
images\001664.png,labels\001664.txt,train
images\001665.png,labels\001665.txt,train
images\001666.png,labels\001666.txt,train
images\001667.png,labels\001667.txt,train
images\001668.png,labels\001668.txt,train
images\001669.png,labels\001669.txt,train
images\001670.png,labels\001670.txt,val
images\001671.png,labels\001671.txt,train
images\001672.png,labels\001672.txt,train
images\001673.png,labels\001673.txt,val
images\001674.png,labels\001674.txt,train
images\001675.png,labels\001675.txt,val
images\001676.png,labels\001676.txt,val
images\001677.png,labels\001677.txt,train
images\001678.png,labels\001678.txt,train
images\001679.png,labels\001679.txt,train
images\001680.png,labels\001680.txt,train
images\001681.png,labels\001681.txt,train
images\001682.png,labels\001682.txt,train
images\001683.png,labels\001683.txt,train
images\001684.png,labels\001684.txt,train
images\001685.png,labels\001685.txt,val
images\001686.png,labels\001686.txt,train
images\001687.png,labels\001687.txt,train
images\001688.png,labels\001688.txt,train
images\001689.png,labels\001689.txt,train
images\001690.png,labels\001690.txt,train
images\001691.png,labels\001691.txt,train
images\001692.png,labels\001692.txt,train
images\001693.png,labels\001693.txt,train
images\001694.png,labels\001694.txt,train
images\001695.png,labels\001695.txt,train
images\001696.png,labels\001696.txt,train
images\001697.png,labels\001697.txt,train
images\001698.png,labels\001698.txt,val
images\001699.png,labels\001699.txt,val
images\001700.png,labels\001700.txt,train
images\001701.png,labels\001701.txt,train
images\001702.png,labels\001702.txt,val
images\001703.png,labels\001703.txt,train
images\001704.png,labels\001704.txt,val
images\001705.png,labels\001705.txt,train
images\001706.png,labels\001706.txt,train
images\001707.png,labels\001707.txt,train
images\001708.png,labels\001708.txt,val
images\001709.png,labels\001709.txt,train
images\001710.png,labels\001710.txt,train
images\001711.png,labels\001711.txt,train
images\001712.png,labels\001712.txt,train
images\001713.png,labels\001713.txt,train
images\001714.png,labels\001714.txt,train
images\001715.png,labels\001715.txt,train
images\001716.png,labels\001716.txt,train
images\001717.png,labels\001717.txt,train
images\001718.png,labels\001718.txt,train
images\001719.png,labels\001719.txt,val
images\001720.png,labels\001720.txt,train
images\001721.png,labels\001721.txt,val
images\001722.png,labels\001722.txt,train
images\001723.png,labels\001723.txt,train
images\001724.png,labels\001724.txt,train
images\001725.png,labels\001725.txt,train
images\001726.png,labels\001726.txt,train
images\001727.png,labels\001727.txt,train
images\001728.png,labels\001728.txt,train
images\001729.png,labels\001729.txt,train
images\001730.png,labels\001730.txt,train
images\001731.png,labels\001731.txt,train
images\001732.png,labels\001732.txt,train
images\001733.png,labels\001733.txt,train
images\001734.png,labels\001734.txt,train
images\001735.png,labels\001735.txt,train
images\001736.png,labels\001736.txt,train
images\001737.png,labels\001737.txt,val
images\001738.png,labels\001738.txt,train
images\001739.png,labels\001739.txt,train
images\001740.png,labels\001740.txt,train
images\001741.png,labels\001741.txt,val
images\001742.png,labels\001742.txt,train
images\001743.png,labels\001743.txt,train
images\001744.png,labels\001744.txt,train
images\001745.png,labels\001745.txt,train
images\001746.png,labels\001746.txt,train
images\001747.png,labels\001747.txt,train
images\001748.png,labels\001748.txt,train
images\001749.png,labels\001749.txt,train
images\001750.png,labels\001750.txt,train
images\001751.png,labels\001751.txt,train
images\001752.png,labels\001752.txt,train
images\001753.png,labels\001753.txt,train
images\001754.png,labels\001754.txt,train
images\001755.png,labels\001755.txt,train
images\001756.png,labels\001756.txt,train
images\001757.png,labels\001757.txt,val
images\001758.png,labels\001758.txt,train
images\001759.png,labels\001759.txt,train
images\001760.png,labels\001760.txt,train
images\001761.png,labels\001761.txt,train
images\001762.png,labels\001762.txt,train
images\001763.png,labels\001763.txt,train
images\001764.png,labels\001764.txt,train
images\001765.png,labels\001765.txt,train
images\001766.png,labels\001766.txt,train
images\001767.png,labels\001767.txt,train
images\001768.png,labels\001768.txt,train
images\001769.png,labels\001769.txt,train
images\001770.png,labels\001770.txt,train
images\001771.png,labels\001771.txt,train
images\001772.png,labels\001772.txt,val
images\001773.png,labels\001773.txt,train
images\001774.png,labels\001774.txt,train
images\001775.png,labels\001775.txt,train
images\001776.png,labels\001776.txt,train
images\001777.png,labels\001777.txt,train
images\001778.png,labels\001778.txt,train
images\001779.png,labels\001779.txt,train
images\001780.png,labels\001780.txt,train
images\001781.png,labels\001781.txt,train
images\001782.png,labels\001782.txt,train
images\001783.png,labels\001783.txt,val
images\001784.png,labels\001784.txt,train
images\001785.png,labels\001785.txt,train
images\001786.png,labels\001786.txt,train
images\001787.png,labels\001787.txt,val
images\001788.png,labels\001788.txt,train
images\001789.png,labels\001789.txt,val
images\001790.png,labels\001790.txt,train
images\001791.png,labels\001791.txt,train
images\001792.png,labels\001792.txt,val
images\001793.png,labels\001793.txt,val
images\001794.png,labels\001794.txt,train
images\001795.png,labels\001795.txt,train
images\001796.png,labels\001796.txt,train
images\001797.png,labels\001797.txt,val
images\001798.png,labels\001798.txt,train
images\001799.png,labels\001799.txt,val
images\001800.png,labels\001800.txt,train
images\001801.png,labels\001801.txt,val
images\001802.png,labels\001802.txt,train
images\001803.png,labels\001803.txt,train
images\001804.png,labels\001804.txt,train
images\001805.png,labels\001805.txt,train
images\001806.png,labels\001806.txt,val
images\001807.png,labels\001807.txt,val
images\001808.png,labels\001808.txt,train
images\001809.png,labels\001809.txt,train
images\001810.png,labels\001810.txt,train
images\001811.png,labels\001811.txt,train
images\001812.png,labels\001812.txt,val
images\001813.png,labels\001813.txt,train
images\001814.png,labels\001814.txt,val
images\001815.png,labels\001815.txt,train
images\001816.png,labels\001816.txt,val
images\001817.png,labels\001817.txt,train
images\001818.png,labels\001818.txt,train
images\001819.png,labels\001819.txt,train
images\001820.png,labels\001820.txt,train
images\001821.png,labels\001821.txt,train
images\001822.png,labels\001822.txt,train
images\001823.png,labels\001823.txt,train
images\001824.png,labels\001824.txt,val
images\001825.png,labels\001825.txt,train
images\001826.png,labels\001826.txt,train
images\001827.png,labels\001827.txt,train
images\001828.png,labels\001828.txt,train
images\001829.png,labels\001829.txt,val
images\001830.png,labels\001830.txt,train
images\001831.png,labels\001831.txt,val
images\001832.png,labels\001832.txt,train
images\001833.png,labels\001833.txt,val
images\001834.png,labels\001834.txt,train
images\001835.png,labels\001835.txt,train
images\001836.png,labels\001836.txt,train
images\001837.png,labels\001837.txt,val
images\001838.png,labels\001838.txt,train
images\001839.png,labels\001839.txt,val
images\001840.png,labels\001840.txt,train
images\001841.png,labels\001841.txt,train
images\001842.png,labels\001842.txt,train
images\001843.png,labels\001843.txt,train
images\001844.png,labels\001844.txt,train
images\001845.png,labels\001845.txt,train
images\001846.png,labels\001846.txt,train
images\001847.png,labels\001847.txt,val
images\001848.png,labels\001848.txt,val
images\001849.png,labels\001849.txt,train
images\001850.png,labels\001850.txt,train
images\001851.png,labels\001851.txt,train
images\001852.png,labels\001852.txt,train
images\001853.png,labels\001853.txt,train
images\001854.png,labels\001854.txt,train
images\001855.png,labels\001855.txt,train
images\001856.png,labels\001856.txt,train
images\001857.png,labels\001857.txt,train
images\001858.png,labels\001858.txt,train
images\001859.png,labels\001859.txt,train
images\001860.png,labels\001860.txt,train
images\001861.png,labels\001861.txt,train
images\001862.png,labels\001862.txt,train
images\001863.png,labels\001863.txt,train
images\001864.png,labels\001864.txt,val
images\001865.png,labels\001865.txt,train
images\001866.png,labels\001866.txt,val
images\001867.png,labels\001867.txt,train
images\001868.png,labels\001868.txt,val
images\001869.png,labels\001869.txt,train
images\001870.png,labels\001870.txt,train
images\001871.png,labels\001871.txt,val
images\001872.png,labels\001872.txt,train
images\001873.png,labels\001873.txt,train
images\001874.png,labels\001874.txt,train
images\001875.png,labels\001875.txt,train
images\001876.png,labels\001876.txt,train
images\001877.png,labels\001877.txt,val
images\001878.png,labels\001878.txt,train
images\001879.png,labels\001879.txt,val
images\001880.png,labels\001880.txt,val
images\001881.png,labels\001881.txt,train
images\001882.png,labels\001882.txt,train
images\001883.png,labels\001883.txt,val
images\001884.png,labels\001884.txt,train
images\001885.png,labels\001885.txt,val
images\001886.png,labels\001886.txt,train
images\001887.png,labels\001887.txt,train
images\001888.png,labels\001888.txt,train
images\001889.png,labels\001889.txt,train
images\001890.png,labels\001890.txt,train
images\001891.png,labels\001891.txt,train
images\001892.png,labels\001892.txt,train
images\001893.png,labels\001893.txt,train
images\001894.png,labels\001894.txt,train
images\001895.png,labels\001895.txt,train
images\001896.png,labels\001896.txt,val
images\001897.png,labels\001897.txt,val
images\001898.png,labels\001898.txt,train
images\001899.png,labels\001899.txt,train
images\001900.png,labels\001900.txt,train
images\001901.png,labels\001901.txt,train
images\001902.png,labels\001902.txt,val
images\001903.png,labels\001903.txt,train
